39	,	2	,	2
39	,	3	,	2
39	,	4	,	2
39	,	5	,	2
39	,	6	,	2
39	,	7	,	2
39	,	8	,	2
39	,	9	,	2
39	,	10	,	2
40	,	1	,	2
40	,	2	,	2
40	,	3	,	2
40	,	4	,	2
40	,	5	,	2
40	,	6	,	2
40	,	7	,	2
40	,	8	,	2
40	,	9	,	2
40	,	10	,	2
41	,	1	,	2
41	,	2	,	2
41	,	3	,	2
41	,	4	,	2
41	,	5	,	2
41	,	6	,	2
41	,	7	,	2
41	,	8	,	2
41	,	9	,	2
41	,	10	,	2
42	,	1	,	2
42	,	2	,	2
42	,	3	,	2
42	,	4	,	2
42	,	5	,	2
42	,	6	,	2
42	,	7	,	2
42	,	8	,	2
42	,	9	,	2
42	,	10	,	2
43	,	1	,	2
43	,	2	,	2
43	,	3	,	2
43	,	4	,	2
43	,	5	,	2
43	,	6	,	2
43	,	7	,	2
43	,	8	,	2
43	,	9	,	2
43	,	10	,	2
44	,	1	,	2
44	,	2	,	2
44	,	3	,	2
44	,	4	,	2
44	,	5	,	2
44	,	6	,	2
44	,	7	,	2
44	,	8	,	2
44	,	9	,	2
44	,	10	,	2
45	,	1	,	2
45	,	2	,	2
45	,	3	,	2
45	,	4	,	2
45	,	5	,	2
45	,	6	,	2
45	,	7	,	2
45	,	8	,	2
45	,	9	,	2
45	,	10	,	2
46	,	1	,	2
46	,	2	,	2
46	,	3	,	2
46	,	4	,	2
46	,	5	,	2
46	,	6	,	2
46	,	7	,	2
46	,	8	,	2
46	,	9	,	2
46	,	10	,	2
47	,	1	,	2
47	,	2	,	2
47	,	3	,	2
47	,	4	,	2
47	,	5	,	2
47	,	6	,	2
47	,	7	,	2
47	,	8	,	2
47	,	9	,	2
47	,	10	,	2
48	,	1	,	2
48	,	2	,	2
48	,	3	,	2
48	,	4	,	2
48	,	5	,	2
48	,	6	,	2
48	,	7	,	2
48	,	8	,	2
48	,	9	,	2
48	,	10	,	2
49	,	1	,	2
49	,	2	,	2
49	,	3	,	2
49	,	4	,	2
49	,	5	,	2
49	,	6	,	2
49	,	7	,	2
49	,	8	,	2
49	,	9	,	2
49	,	10	,	2
50	,	1	,	2
50	,	2	,	2
50	,	3	,	2
50	,	4	,	2
50	,	5	,	2
50	,	6	,	2
50	,	7	,	2
50	,	8	,	2
50	,	9	,	2
50	,	10	,	2
51	,	1	,	2
51	,	2	,	2
51	,	3	,	2
51	,	4	,	2
51	,	5	,	2
51	,	6	,	2
51	,	7	,	2
51	,	8	,	2
51	,	9	,	2
51	,	10	,	2
52	,	1	,	2
52	,	2	,	2
52	,	3	,	2
52	,	4	,	2
52	,	5	,	2
52	,	6	,	2
52	,	7	,	2
52	,	8	,	2
52	,	9	,	2
52	,	10	,	2
53	,	1	,	2
53	,	2	,	2
53	,	3	,	2
53	,	4	,	2
53	,	5	,	2
53	,	6	,	2
53	,	7	,	2
53	,	8	,	2
53	,	9	,	2
53	,	10	,	2
54	,	1	,	2
54	,	2	,	2
54	,	3	,	2
54	,	4	,	2
54	,	5	,	2
54	,	6	,	2
54	,	7	,	2
54	,	8	,	2
54	,	9	,	2
54	,	10	,	2
55	,	1	,	2
55	,	2	,	2
55	,	3	,	2
55	,	4	,	2
55	,	5	,	2
55	,	6	,	2
55	,	7	,	2
55	,	8	,	2
55	,	9	,	2
55	,	10	,	2
56	,	1	,	2
56	,	2	,	2
56	,	3	,	2
56	,	4	,	2
56	,	5	,	2
56	,	6	,	2
56	,	7	,	2
56	,	8	,	2
56	,	9	,	2
56	,	10	,	2
57	,	1	,	2
57	,	2	,	2
57	,	3	,	2
57	,	4	,	2
57	,	5	,	2
57	,	6	,	2
57	,	7	,	2
57	,	8	,	2
57	,	9	,	2
57	,	10	,	2
58	,	1	,	2
58	,	2	,	2
58	,	3	,	2
58	,	4	,	2
58	,	5	,	2
58	,	6	,	2
58	,	7	,	2
58	,	8	,	2
58	,	9	,	2
58	,	10	,	2
59	,	1	,	2
59	,	2	,	2
59	,	3	,	2
59	,	4	,	2
59	,	5	,	2
59	,	6	,	2
59	,	7	,	2
59	,	8	,	2
59	,	9	,	2
59	,	10	,	2
60	,	1	,	2
60	,	2	,	2
60	,	3	,	2
60	,	4	,	2
60	,	5	,	2
60	,	6	,	2
60	,	7	,	2
60	,	8	,	2
60	,	9	,	2
60	,	10	,	2
61	,	1	,	2
61	,	2	,	2
61	,	3	,	2
61	,	4	,	2
61	,	5	,	2
61	,	6	,	2
61	,	7	,	2
61	,	8	,	2
61	,	9	,	2
61	,	10	,	2
62	,	1	,	2
62	,	2	,	2
62	,	3	,	2
62	,	4	,	2
62	,	5	,	2
62	,	6	,	2
62	,	7	,	2
62	,	8	,	2
62	,	9	,	2
62	,	10	,	2
63	,	1	,	2
63	,	2	,	2
63	,	3	,	2
63	,	4	,	2
63	,	5	,	2
63	,	6	,	2
63	,	7	,	2
63	,	8	,	2
63	,	9	,	2
63	,	10	,	2
64	,	1	,	2
64	,	2	,	2
64	,	3	,	2
64	,	4	,	2
64	,	5	,	2
64	,	6	,	2
64	,	7	,	2
64	,	8	,	2
64	,	9	,	2
64	,	10	,	2
65	,	1	,	2
65	,	2	,	2
65	,	3	,	2
65	,	4	,	2
65	,	5	,	2
65	,	6	,	2
65	,	7	,	2
65	,	8	,	2
65	,	9	,	2
65	,	10	,	2
66	,	1	,	2
66	,	2	,	2
66	,	3	,	2
66	,	4	,	2
66	,	5	,	2
66	,	6	,	2
66	,	7	,	2
66	,	8	,	2
66	,	9	,	2
66	,	10	,	2
67	,	1	,	2
67	,	2	,	2
67	,	3	,	2
67	,	4	,	2
67	,	5	,	2
67	,	6	,	2
67	,	7	,	2
67	,	8	,	2
67	,	9	,	2
67	,	10	,	2
68	,	1	,	2
68	,	2	,	2
68	,	3	,	2
68	,	4	,	2
68	,	5	,	2
68	,	6	,	2
68	,	7	,	2
68	,	8	,	2
68	,	9	,	2
68	,	10	,	2
69	,	1	,	2
69	,	2	,	2
69	,	3	,	2
69	,	4	,	2
69	,	5	,	2
69	,	6	,	2
69	,	7	,	2
69	,	8	,	2
69	,	9	,	2
69	,	10	,	2
70	,	1	,	2
70	,	2	,	2
70	,	3	,	2
70	,	4	,	2
70	,	5	,	2
70	,	6	,	2
70	,	7	,	2
70	,	8	,	2
70	,	9	,	2
70	,	10	,	2
71	,	1	,	2
71	,	2	,	2
71	,	3	,	2
71	,	4	,	2
71	,	5	,	2
71	,	6	,	2
71	,	7	,	2
71	,	8	,	2
71	,	9	,	2
71	,	10	,	2
72	,	1	,	2
72	,	2	,	2
72	,	3	,	2
72	,	4	,	2
72	,	5	,	2
72	,	6	,	2
72	,	7	,	2
72	,	8	,	2
72	,	9	,	2
72	,	10	,	2
73	,	1	,	2
73	,	2	,	2
73	,	3	,	2
73	,	4	,	2
73	,	5	,	2
73	,	6	,	2
73	,	7	,	2
73	,	8	,	2
73	,	9	,	2
73	,	10	,	2
74	,	1	,	2
74	,	2	,	2
74	,	3	,	2
74	,	4	,	2
74	,	5	,	2
74	,	6	,	2
74	,	7	,	2
74	,	8	,	2
74	,	9	,	2
74	,	10	,	2
75	,	1	,	2
75	,	2	,	2
75	,	3	,	2
75	,	4	,	2
75	,	5	,	2
75	,	6	,	2
75	,	7	,	2
75	,	8	,	2
75	,	9	,	2
75	,	10	,	2
76	,	1	,	2
76	,	2	,	2
76	,	3	,	2
76	,	4	,	2
76	,	5	,	2
76	,	6	,	2
76	,	7	,	2
76	,	8	,	2
76	,	9	,	2
76	,	10	,	2
77	,	1	,	2
77	,	2	,	2
77	,	3	,	2
77	,	4	,	2
77	,	5	,	2
77	,	6	,	2
77	,	7	,	2
77	,	8	,	2
77	,	9	,	2
77	,	10	,	2
78	,	1	,	2
78	,	2	,	2
78	,	3	,	2
78	,	4	,	2
78	,	5	,	2
78	,	6	,	2
78	,	7	,	2
78	,	8	,	2
78	,	9	,	2
78	,	10	,	2
79	,	1	,	2
79	,	2	,	2
79	,	3	,	2
79	,	4	,	2
79	,	5	,	2
79	,	6	,	2
79	,	7	,	2
79	,	8	,	2
79	,	9	,	2
79	,	10	,	2
80	,	1	,	2
80	,	2	,	2
80	,	3	,	2
80	,	4	,	2
80	,	5	,	2
80	,	6	,	2
80	,	7	,	2
80	,	8	,	2
80	,	9	,	2
80	,	10	,	2
81	,	1	,	2
81	,	2	,	2
81	,	3	,	2
81	,	4	,	2
81	,	5	,	2
81	,	6	,	2
81	,	7	,	2
81	,	8	,	2
81	,	9	,	2
81	,	10	,	2
82	,	1	,	2
82	,	2	,	2
82	,	3	,	2
82	,	4	,	2
82	,	5	,	2
82	,	6	,	2
82	,	7	,	2
82	,	8	,	2
82	,	9	,	2
82	,	10	,	2
83	,	1	,	2
83	,	2	,	2
83	,	3	,	2
83	,	4	,	2
83	,	5	,	2
83	,	6	,	2
83	,	7	,	2
83	,	8	,	2
83	,	9	,	2
83	,	10	,	2
84	,	1	,	2
84	,	2	,	2
84	,	3	,	2
84	,	4	,	2
84	,	5	,	2
84	,	6	,	2
84	,	7	,	2
84	,	8	,	2
84	,	9	,	2
84	,	10	,	2
85	,	1	,	2
85	,	2	,	2
85	,	3	,	2
85	,	4	,	2
85	,	5	,	2
85	,	6	,	2
85	,	7	,	2
85	,	8	,	2
85	,	9	,	2
85	,	10	,	2
86	,	1	,	2
86	,	2	,	2
86	,	3	,	2
86	,	4	,	2
86	,	5	,	2
86	,	6	,	2
86	,	7	,	2
86	,	8	,	2
86	,	9	,	2
86	,	10	,	2
87	,	1	,	2
87	,	2	,	2
87	,	3	,	2
87	,	4	,	2
87	,	5	,	2
87	,	6	,	2
87	,	7	,	2
87	,	8	,	2
87	,	9	,	2
87	,	10	,	2
88	,	1	,	2
88	,	2	,	2
88	,	3	,	2
88	,	4	,	2
88	,	5	,	2
88	,	6	,	2
88	,	7	,	2
88	,	8	,	2
88	,	9	,	2
88	,	10	,	2
89	,	1	,	2
89	,	2	,	2
89	,	3	,	2
89	,	4	,	2
89	,	5	,	2
89	,	6	,	2
89	,	7	,	2
89	,	8	,	2
89	,	9	,	2
89	,	10	,	2
90	,	1	,	2
90	,	2	,	2
90	,	3	,	2
90	,	4	,	2
90	,	5	,	2
90	,	6	,	2
90	,	7	,	2
90	,	8	,	2
90	,	9	,	2
90	,	10	,	2
91	,	1	,	2
91	,	2	,	2
91	,	3	,	2
91	,	4	,	2
91	,	5	,	2
91	,	6	,	2
91	,	7	,	2
91	,	8	,	2
91	,	9	,	2
91	,	10	,	2
92	,	1	,	2
92	,	2	,	2
92	,	3	,	2
92	,	4	,	2
92	,	5	,	2
92	,	6	,	2
92	,	7	,	2
92	,	8	,	2
92	,	9	,	2
92	,	10	,	2
93	,	1	,	2
93	,	2	,	2
93	,	3	,	2
93	,	4	,	2
93	,	5	,	2
93	,	6	,	2
93	,	7	,	2
93	,	8	,	2
93	,	9	,	2
93	,	10	,	2
94	,	1	,	2
94	,	2	,	2
94	,	3	,	2
94	,	4	,	2
94	,	5	,	2
94	,	6	,	2
94	,	7	,	2
94	,	8	,	2
94	,	9	,	2
94	,	10	,	2
95	,	1	,	2
95	,	2	,	2
95	,	3	,	2
95	,	4	,	2
95	,	5	,	2
95	,	6	,	2
95	,	7	,	2
95	,	8	,	2
95	,	9	,	2
95	,	10	,	2
96	,	1	,	2
96	,	2	,	2
96	,	3	,	2
96	,	4	,	2
96	,	5	,	2
96	,	6	,	2
96	,	7	,	2
96	,	8	,	2
96	,	9	,	2
96	,	10	,	2
97	,	1	,	2
97	,	2	,	2
97	,	3	,	2
97	,	4	,	2
97	,	5	,	2
97	,	6	,	2
97	,	7	,	2
97	,	8	,	2
97	,	9	,	2
97	,	10	,	2
98	,	1	,	2
98	,	2	,	2
98	,	3	,	2
98	,	4	,	2
98	,	5	,	2
98	,	6	,	2
98	,	7	,	2
98	,	8	,	2
98	,	9	,	2
98	,	10	,	2
99	,	1	,	2
99	,	2	,	2
99	,	3	,	2
99	,	4	,	2
99	,	5	,	2
99	,	6	,	2
99	,	7	,	2
99	,	8	,	2
99	,	9	,	2
99	,	10	,	2
100	,	1	,	2
100	,	2	,	2
100	,	3	,	2
100	,	4	,	2
100	,	5	,	2
100	,	6	,	2
100	,	7	,	2
100	,	8	,	2
100	,	9	,	2
100	,	10	,	2
101	,	1	,	2
101	,	2	,	2
101	,	3	,	2
101	,	4	,	2
101	,	5	,	2
101	,	6	,	2
101	,	7	,	2
101	,	8	,	2
101	,	9	,	2
101	,	10	,	2
102	,	1	,	2
102	,	2	,	2
102	,	3	,	2
102	,	4	,	2
102	,	5	,	2
102	,	6	,	2
102	,	7	,	2
102	,	8	,	2
102	,	9	,	2
102	,	10	,	2
103	,	1	,	2
103	,	2	,	2
103	,	3	,	2
103	,	4	,	2
103	,	5	,	2
103	,	6	,	2
103	,	7	,	2
103	,	8	,	2
103	,	9	,	2
103	,	10	,	2
